Ca,Tradescantia_low_1,Tradescantia_low_2,Tradescantia_low_3,Tradescantia_medium_1,Tradescantia_medium_2,Tradescantia_medium_3,Tradescantia_high_1,Tradescantia_high_2,Tradescantia_high_3,Monalisa_low_1,Monalisa_low_2,Monalisa_low_3,Monalisa_medium_1,Monalisa_medium_2,Monalisa_medium_3,Peperomia_low_1,Peperomia_low_2,Peperomia_low_3,Peperomia_medium_1,Peperomia_medium_3,Peperomia_high_2,Sphatophilum_low_1,Sphatophilum_low_2,Sphatophilum_low_3,Sphatophilum_medium_1,Sphatophilum_medium_2,Sphatophilum_medium_3,Sphatophilum_high_1,Sphatophilum_high_3,Philodendron_low_1,Philodendron_low_2,Philodendron_low_3,Philodendron_medium_1,Philodendron_medium_2,Philodendron_medium_3,Philodendron_high_1,Philodendron_high_2,Philodendron_high_3,Chlorophytum_low_1,Chlorophytum_low_2,Chlorophytum_low_3,Chlorophytum_high_1,Chlorophytum_high_2,Chlorophytum_high_3
1419,6.486796615784151,8.607369067808369,6.970899338615033,10.402491466239017,9.661543852946966,9.054898860476463,8.000136873623653,7.235057484265347,6.2002914179380335,8.960812327795432,4.562427130377105,3.5130882252539384,3.702457611274918,9.012455099795874,12.912052292023885,5.681779230120088,8.69152142510542,7.9707949105866245,9.655114596488502,4.996200892826181,5.804967367489439,6.368999141923044,4.60797710863523,7.109644449196289,10.926842247696467,6.789582037555848,3.432099242971053,8.960508096910615,8.28511875720395,4.035014757570654,4.102671271927115,2.5673965560373606,3.35077734472562,4.374594219397064,4.8770103187062,5.2416385050726095,8.98547267771317,0.4721383948599859,6.1132700328551595,5.509239382703691,5.253224440154383,6.224340231253864,4.985520302167675,5.663263843625473
1420,6.487431098869502,8.607369067808369,6.9713212936549676,10.403613107409129,9.661543852946966,9.055832165897089,8.000888499130648,7.235057484265347,6.202600967229334,8.961951283642286,4.562909604359711,3.513480403399624,3.702981939012278,9.01379136868382,12.912052292023885,5.684965670075737,8.693545278576124,7.9731027182444505,9.65891887664756,4.997349268802215,5.8084169871655105,6.3699900799392175,4.608861190124458,7.110560891917923,10.928266028316038,6.791236227836908,3.4328872252365064,8.960508096910615,8.287221329303545,4.03594489157618,4.103543278876469,2.567956157995381,3.3525010006978135,4.375273513277946,4.878487691449158,5.242805759857216,8.988219337254101,0.47241928195356125,6.113984360145477,5.509868719827255,5.253771281383816,6.225769401299436,4.986221603559946,5.66407807644512
1421,6.488065581954854,8.607369067808369,6.971743248694903,10.40473474857924,9.661543852946966,9.056765471317714,8.00164012463764,7.235057484265347,6.204910516520636,8.96309023948914,4.563392078342318,3.51387258154531,3.7035062667496375,9.015127637571767,12.912052292023885,5.688152110031387,8.695569132046831,7.975410525902277,9.662723156806619,4.99849764477825,5.811866606841581,6.370981017955392,4.609745271613685,7.111477334639557,10.92968980893561,6.792890418117967,3.43367520750196,8.960508096910615,8.289323901403138,4.036875025581705,4.104415285825822,2.568515759953401,3.354224656670007,4.375952807158829,4.879965064192117,5.243973014641822,8.990965996795033,0.47270016904713663,6.114698687435795,5.510498056950818,5.25431812261325,6.227198571345008,4.986922904952216,5.664892309264768
1422,6.488700065040205,8.607369067808369,6.972165203734838,10.405856389749353,9.661543852946966,9.057698776738338,8.002391750144636,7.235057484265347,6.207220065811938,8.964229195335996,4.5638657758173204,3.5142647596909953,3.7040305944869973,9.016463906459714,12.912052292023885,5.691338549987037,8.697592985517536,7.977718333560103,9.666527436965678,4.999646020754284,5.815316226517652,6.371971955971566,4.6106293531029126,7.112393777361191,10.931113589555181,6.794544608399026,3.4344631897674134,8.960508096910615,8.291426473502733,4.037805159587231,4.105287292775176,2.569075361911421,3.3559483126422007,4.376632101039712,4.881442436935075,5.245140269426428,8.993712656335964,0.472981056140712,6.115346593693163,5.511127394074382,5.254864963842683,6.22862774139058,4.987624206344486,5.665706542084414
1423,6.489334548125557,8.607369067808369,6.972587158774773,10.406978030919463,9.661543852946966,9.058632082158963,8.003143375651629,7.235057484265347,6.209529615103239,8.965368151182851,4.564339473292323,3.5146569378366808,3.7045549222243572,9.017800175347661,12.912052292023885,5.694524989942687,8.699616838988241,7.980026141217929,9.670331717124737,5.000794396730319,5.818765846193722,6.372962893987741,4.61151343459214,7.113310220082825,10.932537370174751,6.796198798680086,3.435251172032867,8.960508096910615,8.293529045602327,4.038735293592757,4.1061592997245295,2.5696349638694413,3.357671968614394,4.377311394920595,4.882919809678033,5.246307524211034,8.996459315876896,0.47326194323428744,6.1159944999505305,5.511756731197945,5.255411805072116,6.230056911436153,4.988325507736756,5.666520774904061
1424,6.489969031210908,8.607369067808369,6.973009113814708,10.408099672089575,9.661543852946966,9.059565387579589,8.003895001158623,7.235057484265347,6.211839164394541,8.966507107029704,4.564813170767326,3.5150491159823662,3.705079249961717,9.019136444235608,12.912052292023885,5.696885215899737,8.701640692458946,7.982333948875756,9.674135997283795,5.001942772706354,5.822215465869792,6.373953832003916,4.6123975160813675,7.114226662804459,10.933961150794323,6.797852988961145,3.436039154298321,8.960508096910615,8.295631617701922,4.039665427598283,4.107031306673884,2.5701945658274616,3.3593956245865875,4.377990688801477,4.884397182420991,5.247474778995641,8.999205975417826,0.4735428303278628,6.116642406207898,5.512386068321509,5.25595864630155,6.231486081481725,4.989026809129027,5.6673350077237075
1425,6.490636121578961,8.607369067808369,6.973009113814708,10.409221313259687,9.661543852946966,9.060498693000214,8.004646626665616,7.235057484265347,6.214148713685842,8.96764606287656,4.565286868242327,3.515441294128052,3.705603577699077,9.020472713123556,12.912052292023885,5.699245441856786,8.703664545929652,7.984641756533582,9.677940277442854,5.003091148682388,5.825665085545864,6.37494477002009,4.613281597570595,7.1151431055260925,10.935384931413894,6.799507179242204,3.436827136563774,8.960508096910615,8.297734189801517,4.0405955616038085,4.107903313623238,2.570754167785482,3.361119280558781,4.378616147377754,4.88587455516395,5.248642033780247,9.001952634958759,0.4738237174214382,6.117290312465267,5.513015405445072,5.256505487530983,6.232915251527297,4.989728110521297,5.668149240543355
1426,6.491303211947014,8.607369067808369,6.973009113814708,10.410342954429797,9.661543852946966,9.06143199842084,8.005398252172611,7.235057484265347,6.216458262977143,8.968785018723414,4.56576056571733,3.5158334722737377,3.706127905436437,9.021808982011503,12.912052292023885,5.701605667813836,8.705688399400357,7.986949564191409,9.681452517209497,5.004239524658423,5.829114705221934,6.375935708036264,4.6141656790598224,7.116059548247727,10.936808712033464,6.801161369523263,3.437615118829228,8.960508096910615,8.29983676190111,4.041525695609335,4.108775320572591,2.571313769743502,3.3628429365309747,4.379241605954031,4.8873519279069075,5.249809288564854,9.00469929449969,0.47410460451501363,6.117938218722634,5.513644742568635,5.257052328760417,6.23434442157287,4.990429411913568,5.668963473363001
1427,6.491970302315067,8.607369067808369,6.973009113814708,10.41146459559991,9.661543852946966,9.062365303841464,8.006149877679606,7.235057484265347,6.218767812268445,8.96992397457027,4.5662342631923325,3.5162457310252657,3.7066522331737963,9.02314525089945,12.912052292023885,5.703965893770885,8.707712252871062,7.989257371849235,9.684964756976138,5.005387900634457,5.832564324898005,6.376926646052438,4.61504976054905,7.116975990969361,10.938232492653036,6.802815559804323,3.438403101094681,8.960508096910615,8.301939334000705,4.042455829614861,4.109647327521945,2.571873371701522,3.364566592503168,4.379867064530309,4.888829300649866,5.25097654334946,9.007445954040621,0.474385491608589,6.118586124980002,5.514274079692199,5.257639409708697,6.235773591618442,4.9911307133058385,5.669777706182648
1428,6.492637392683121,8.607369067808369,6.973009113814708,10.412586236770021,9.661543852946966,9.06329860926209,8.006901503186599,7.235057484265347,6.221077361559747,8.971062930417123,4.566707960667335,3.5166579897767933,3.707176560911156,9.024481519787397,12.912052292023885,5.706326119727935,8.709736106341767,7.991565179507061,9.68847699674278,5.0065362766104915,5.836013944574075,6.377917584068613,4.615933842038278,7.117892433690995,10.939656273272607,6.8044697500853815,3.439191083360135,8.960508096910615,8.3040419061003,4.043385963620387,4.110519334471299,2.5724329736595424,3.3662902484753614,4.380492523106586,4.890306673392824,5.252143798134066,9.010192613581554,0.4746663787021644,6.11923403123737,5.514903416815763,5.258226490656978,6.237202761664014,4.991832014698109,5.670572268637801
